birthYear, deathYear, genre 
1920,1992,Blues
1914,1958,Hindustani classical music
1949,1996,Country music
1963,2010,Go-go
1964,1998,Soul music
1964,1998,New jack swing
1964,1998,Quiet storm
1884,1960,Classical music
1850,1924,Zarzuela
1850,1924,Comedy
1911,1994,Danzón
1914,1989,Blues
1914,1989,Rhythm and blues
1914,1989,Jazz
1916,2005,Film score
1900,1973,Jazz
1917,2014,Detroit blues
1917,2014,Chicago blues
1917,2014,Jump blues
1910,2005,Country music
1908,1983,Son (music)
1908,1983,Conga (music)
1908,1983,Guaguancó
1908,1983,Santería
1908,1983,Abakuá
1915,1999,Cajun music
1902,1972,Country blues
1902,1972,Piedmont blues
1922,2002,Narodna muzika
1968,2007,Rock music
1966,2002,Sola
1966,2002,Ballata
1966,2002,Pop_commercial
1950,2010,Rock and roll
1950,2010,Hard rock
1950,2010,Indie rock
1950,2010,Power pop
1950,2010,Blue-eyed soul
1950,2010,Proto-punk
1906,1937,Jazz
1950,2011,Highlife
1949,2013,Disco
1949,2013,Funk
1949,2013,Pop music
1949,2013,Rock music
1960,1988,Singer-songwriter
1912,1973,Classical guitar
1885,1946,Classical music
1823,1860,Classical music
1927,1999,Classical music
1940,2004,Bard (Soviet Union)
1927,1982,Pop music
1932,2007,Big band
1932,2007,Lounge music
1932,2007,Jazz
1941,2008,Country music
1920,1992,Big band
1920,1992,Swing music
1920,1992,Orchestral jazz
1919,1960,Traditional pop music
1919,1960,Music of Hawaii
1919,1960,Standard (music)
1834,1888,Concert band
1865,1944,March (music)
1891,1982,Fado
1936,1989,Candombe
1936,1989,Zamba (artform)
1936,1989,Milonga (music)
1936,1989,Taquirari
1900,1954,Blues
1900,1954,Country blues
1900,1954,Texas blues
1887,1979,Tradition
1887,1979,Classical music
1850,1920,Hindustani classical music
1939,2006,Blues
1939,2006,Folk music
1939,2006,Music of Mali
1931,1994,Music of Somalia
1904,1981,Kurdish music
1919,2006,Folk music
1919,2006,Classical music
1864,1943,Hymn
1864,1943,Children's music
1959,2009,Folk music
1959,2009,Huayno
1944,2015,Jazz
1915,1988,Jazz
1927,2003,Jazz
1969,2009,Heavy metal music
1969,2009,Grunge
1969,2009,Alternative rock
1969,2009,Pop punk
1955,2000,Hard rock
1955,2000,Southern rock
1955,2000,Blues rock
1898,1986,Folk music
1914,1995,Samba
1914,1995,Bossa nova
1915,2007,Creole music
1905,1959,Jazz
1924,2012,Choro
1937,1989,Rhythm and blues
1925,1998,Blues
1925,1998,Rhythm and blues
1925,1998,Jazz
1908,2004,Swing music
1908,2004,Exotica
1908,2004,Jazz
1897,1979,Music of Turkey
1897,1979,Music of Greece
1897,1979,Rebetiko
1923,2001,Bolero
1923,2001,Ranchera
1922,1974,Ghazal
1916,1981,Music of Punjab
1919,2006,Highlife
1919,2006,Jùjú music
1919,2006,Jazz
1957,2009,Indie rock
1957,2009,Alternative rock
1957,2009,Indie pop
1976,2002,Baroque pop
1964,2010,East Coast hip hop
1938,1999,Rebetiko
1938,1999,Laïko
1953,2006,Folk music
1953,2006,Classics
1953,2006,Music of Armenia
1917,1983,Outsider music
1917,1983,Crooner
1916,1973,Rhythm and blues
1918,1998,Piedmont blues
1914,1975,Western swing
1881,1955,Church music
1922,2013,Classical music
1919,1999,Jazz
1904,1993,Jazz
1941,2015,Folk music
1937,2006,Blues
1937,2006,Pop music
1937,2006,Rock music
1912,1990,Blues
1944,2014,Free jazz
1944,2014,Avant-garde jazz
1881,1956,Classical music
1870,1928,Old-time music
1925,1972,Country music
1925,1972,Bluegrass music
1945,2014,Blues
1945,2014,Rock music
1945,2014,Reggae
1957,1989,Rock music
1957,1989,Rhythm and blues
1957,1989,Free jazz
1905,1940,Jazz
1905,1940,Dixieland
1909,1964,Jazz
1918,2000,Christian music
1940,2009,Música criolla
1867,1942,Modernism (music)
1900,1979,Old-time music
1937,2011,Hindustani classical music
1918,2006,Hindustani classical music
1918,2006,Mewati gharana
1917,2004,Hindustani classical music
1927,1998,Jazz
1964,2015,Country music
1923,1975,Blues
1923,1975,Country music
1923,1975,Folk music
1923,1975,Gospel music
1923,1975,Western music (North America)
1923,1975,Honky-tonk
1904,1993,Music of Puerto Rico
1947,2015,Reggae
1947,2015,Jazz
1942,1986,Folk music
1942,1986,Jazz
1926,2016,Classical music
1990,2012,Jazz
1929,1988,Country music
1917,1959,Jazz
1938,2009,Comedy
1912,1972,Highlife
1912,1972,Jùjú music
1944,1990,Pop music
1925,2006,Opera
1969,2012,Arabesque (Turkish music)
1969,2012,Turkish folk music
1990,2015,Dance hall
1990,2015,Leone_Island
1990,2015,Team_No_Sleep
1951,2014,Kurdish music
1765,1820,Ottoman classical music
1924,1994,Music of Somalia
1910,1970,Jazz
1913,2000,Carnatic music
1913,2000,Playback singer
1921,1993,Folk music
1939,2009,Rhythm and blues
1939,2009,Jazz
1890,1950,Blues
1915,1997,Swing music
1915,1997,Jazz
1913,1993,Swing music
1913,1993,Dixieland
1861,1937,Classical music
1970,2006,Ambient music
1970,2006,Industrial music
1970,2006,Dub music
1970,2006,Dark wave
1970,2006,Ethnoambient
1913,1977,Big band
1913,1977,Tango music
1913,1977,Jazz
1913,1977,Canción
1913,1977,March (music)
1913,1977,Filin (music)
1913,1977,Waltz (music)
1952,2000,Rock music
1946,2011,Yiddish
1946,2011,Klezmer
1930,2008,Meykhana
1932,1973,Rock and roll
1932,1973,Bossa nova
1932,1973,Música popular brasileira
1913,1998,Guarania (music)
1927,1993,Jazz
1892,1976,Hindustani classical music
1923,2006,Blues
1923,2006,Rock and roll
1923,2006,Rhythm and blues
1885,1950,Ottoman classical music
1924,1973,Mambo (music)
1924,1973,Bolero
1924,1973,Canción
1924,1973,Filin (music)
1924,1973,Guaracha
1864,1945,Harikatha
1934,1979,Ottoman classical music
1946,1999,Ghazal
1946,1999,Playback singer
1932,2015,Jazz
1938,2007,Blues
1938,2007,Jazz
1888,1949,Blues
1888,1949,Pop music
1888,1949,Jazz
1913,2008,Jazz
1928,2013,Jazz
1948,2013,Rhythm and blues
1948,2013,Soul music
1945,2008,Blues
1945,2008,Folk music
1945,2008,Folk rock
1907,1982,Jazz
1915,2000,Rhythm and blues
1915,2000,Calypso music
1915,2000,Jazz
1900,1993,Big band
1919,2007,Jazz
1928,1979,Folk music of Punjab
1942,1996,Pop music
1942,1996,Rock music
1895,1958,Carnatic music
1882,1955,Vocal music
1882,1955,Carol (music)
1916,1992,Cajun music
1913,1998,Western swing
1921,2013,Folk music
1933,2008,Brega (music)
1917,1994,Country music
1917,1994,Gospel music
1958,1992,Hard rock
1958,1992,Neoclassical metal
1931,2008,Jazz
1926,2006,Jazz
1929,1999,Swing music
1929,1999,Clarinet
1929,1999,Jazz
1929,1999,Film score
1914,1978,Jazz
1913,1992,Schlager music
1913,1992,Chanson
1865,1939,Vaudeville
1865,1939,Classical music
1865,1939,Marching band
1930,2000,Jazz
1933,2006,Jazz
1934,2014,Folk music
1949,2010,Gospel music
1938,1983,Rhythm and blues
1938,1983,Soul music
1938,1983,Chicago soul
1911,1994,Revue
1911,1994,Musical theatre
1911,1994,Broadway theatre
1902,1972,Blues
1902,1972,Boogie-woogie
1902,1972,Jazz
1901,1975,Memphis blues
1907,1991,Thumri
1907,1991,Bhajan
1907,1991,Khyal
1945,2012,Brega (music)
1945,2012,Samba-Joia
1930,2011,Blues
1930,2011,Rhythm and blues
1930,2011,Jazz
1913,2001,Classical music
1953,1998,Adult contemporary music
1910,1966,Blues
1909,1991,Detroit blues
1920,2007,Gospel music
1941,2015,Country music
1921,1993,Country music
1851,1926,Hindustani classical music
1896,1969,Country music
1896,1969,Jazz
1896,1969,Music of Hawaii
1925,2008,World music
1925,2008,Soukous
1949,2013,Blues
1949,2013,Soul music
1949,2013,Jazz
1942,2010,Country music
1942,2010,Pop music
1917,2003,Country music
1893,1958,Blues
1893,1958,Jazz
1960,1997,Rock music
1960,1997,Hard rock
1960,1997,Blues rock
1899,1989,Blues
1899,1989,Boogie-woogie
1916,2007,Tango music
1924,1969,Hard bop
1924,1969,Post-bop
1928,1987,Jazz
1918,1983,Blues
1918,1983,Rhythm and blues
1918,1983,Jazz
1944,2012,Blues
1946,1989,Hard rock
1946,1989,Blues rock
1874,1944,Vaudeville
1874,1944,Music hall
1896,1983,Vaudeville
1947,2012,Pop music
1929,2015,Folk music
1929,2015,Musical theatre
1894,1968,Jazz
1937,2004,Folk music
1937,2004,Pop music
1944,1997,Soul music
1944,1997,Jazz
1921,2003,Light music
1988,1988,Ambient music
1988,1988,Synthpop
1988,1988,Electropop
1988,1988,Minimal music
1813,1898,Romanticism
1892,1963,Blues
1892,1963,Ragtime
1892,1963,Boogie-woogie
1892,1963,Jazz
1937,2014,Jazz
1937,2014,Film score
1937,2014,Contemporary classical music
1937,2014,Popular music
1917,1991,Jazz
1917,1991,Classical music
1936,2011,Chicago blues
1936,2011,Electric blues
1929,1993,Gospel music
1929,1993,Traditional black gospel
1924,2000,Detroit blues
1924,2000,Electric blues
1888,1963,Ragtime
1900,1994,Dixieland
1943,2009,Blues
1906,1953,Rhythm and blues
1906,1953,Boogie-woogie
1906,1953,Delta blues
1925,1985,Rhythm and blues
1927,2003,Gospel music
1927,2003,Traditional black gospel
1922,1991,Memphis blues
1922,1991,Chicago blues
1922,1991,Electric blues
1910,1967,Jazz
1897,1991,Choir
1897,1991,Church music
1929,1995,Jazz
1929,1995,Easy listening
1908,1991,Folk music
1892,1969,Classical music
1944,2000,Reggae
1944,2000,Ska
1950,2007,New wave music
1950,2007,Synthpop
1903,1968,Jazz
1936,1989,Chicago blues
1936,1989,Electric blues
1905,1989,Ghazal
1905,1989,Thumri
1905,1989,Bhajan
1905,1989,Khyal
1955,2008,Jazz fusion
1955,2008,Jazz
1897,1965,Old-time music
1930,2013,Persian traditional music
1941,2003,Soul music
1941,2003,Northern soul
1927,1975,Texas blues
1947,2014,Reggae
1934,1999,Jazz
1933,2014,Nuevo tango
1963,2011,Punk rock
1963,2011,Gothic rock
1963,2011,Alternative rock
1963,2011,Reggae fusion
1963,2011,Post-punk
1917,1999,Rock and roll
1912,1974,Persian traditional music
1921,1951,Chaabi (music)
1910,1980,Delta blues
1910,1980,Country blues
1926,2001,Southern gospel
1909,2003,Country blues
1922,1987,Bluegrass music
1924,1990,Country music
1924,1990,Rockabilly
1929,2001,Jazz
1947,2006,Soundtrack
1947,2006,20th-century classical music
1929,1958,Chaabi (Algeria)
1941,1981,Rhythm and blues
1904,2009,Jazz
1904,2009,Dixieland
1904,2009,Swing (jazz performance style)
1916,1992,Big band
1942,2013,Rock music
1962,1983,Reggae
1907,1995,Pop music
1907,1995,Swing music
1952,2007,Hard rock
1952,2007,Southern rock
1952,2007,Blues rock
1941,2015,Hard bop
1941,2015,Jazz
1975,2011,Hip hop music
1975,2014,Hip hop music
1879,1945,Mugham
1879,1945,Opera
1922,2003,Country music
1922,2003,Bluegrass music
1922,1998,Music of Puerto Rico
1943,1995,New wave music
1943,1995,Rock music
1903,1978,Jazz
1970,2011,Jazz
1935,1990,Duet
1935,1990,Folk music of Punjab
1925,2013,Rock and roll
1925,2013,Rockabilly
1925,2013,Western swing
1932,2007,Playback singer
1956,2011,Country music
1956,2011,Bluegrass music
1943,2011,Minimal music
1943,2011,Drone music
1943,2011,Electronic music
1943,2011,Experimental music
1943,2011,Photomontage
1943,2002,Country music
1908,1984,Blues
1908,1984,Country music
1908,1984,Folk music
1908,1984,Rockabilly
1916,2003,Musical theatre
1949,2010,Funk
1949,2010,Soul music
1949,2010,Gospel music
1949,2010,Jazz fusion
1949,2010,Electronic music
1949,2010,Jazz
1936,1987,Hard bop
1936,1987,Soul jazz
1934,2011,Cajun music
1893,1926,Big band
1905,1962,Jazz
1922,1951,Cajun music
1914,2002,Classical music
1941,2011,Blues
1952,2001,Disco
1952,2001,Funk
1952,2001,Space disco
1945,1974,Rock and roll
1945,1974,Rhythm and blues
1945,1974,Doo-wop
1945,1974,Gospel music
1911,2007,Classical music
1926,2011,Türkü
1928,2012,Persian traditional music
1931,2008,Theatre
1937,2000,Soul music
1882,1952,Native Hawaiians
1913,1998,Swing music
1913,1998,Jazz
1920,1960,Italy
1906,1993,Traditional pop music
1906,1993,Pop rock
1906,1993,Jazz
1906,1993,Opera
1906,1993,Classical music
1939,2013,Electronic music
1939,2013,Jazz
1939,2013,Contemporary classical music
1967,2006,Ambient music
1967,2006,Alternative rock
1967,2006,Advertising
1967,2006,Electronic music
1967,2006,Film
1890,1958,Delta blues
1915,2008,Big band
1915,2008,Jazz
1919,1979,Jazz
1897,1984,Jazz
1917,2011,Big band
1871,1937,Opera
1871,1937,Classical music
1892,1941,Old-time music
1928,2013,Jazz
1886,1928,Big band
1942,2004,Progressive rock
1942,2004,Krautrock
1942,2004,Pop rock
1942,2004,Music of Germany
1919,1958,Rhythm and blues
1919,1958,Big band
1919,1958,Jazz
1935,1995,Big band
1926,2003,Swing music
1926,2003,Jazz
1951,2011,Blues
1951,2011,Funk
1951,2011,Rock music
1951,2011,New Orleans rhythm and blues
1858,1926,Romantic music
1928,1999,Bebop
1928,1999,Jazz
1919,1993,Blues
1919,1993,Jazz
1903,1957,Chaabi (Algeria)
1912,1955,Chaabi (Algeria)
1913,1971,Chaabi (Algeria)
1933,2012,Cajun music
1888,1972,Hindustani classical music
1907,1969,Folk music
1907,1969,Pop music
1907,1969,Opera
1920,2008,Persian traditional music
1919,1993,Mugham
1952,2012,Folk music of Punjab
1904,1940,Big band
1904,1940,Swing music
1904,1940,Jazz
1922,2001,Classical music
1934,2009,Rhythm and blues
1934,2009,Hard bop
1934,2009,Soul jazz
1934,2009,Jazz-funk
1896,1958,Syriac sacral music
1896,1958,Maqam al-iraqi
1802,1881,Ottoman classical music
1949,1985,Rock and roll
1910,1992,Carnatic music
1946,2005,Kathakali
1946,2006,Kathakali
1936,2013,Jazz
1984,2005,Vallenato
1981,2015,Hip hop music
1928,2005,World music
1928,2005,Hindustani classical music
1961,1998,Chaabi (Algeria)
1947,2012,Turkish folk music
1926,1991,Blues
1888,1958,Carnatic music
1922,1982,Jazz
1922,1982,Classical music
1898,1971,Classical music
1931,1989,Jazz
1923,2010,Traditional pop music
1946,2011,Rock and roll
1946,2011,Beat music
1931,1998,Pop music
1968,2012,Pinoy rock
1942,2012,Folk music of Punjab
1916,2009,Kavishari
1916,2009,Music of Punjab
1963,2009,Chaoui people
1911,1991,Blues
1911,1991,Gospel music
1952,2015,Folk music
1952,2015,Psychedelic rock
1952,2015,Pop rock
1960,1999,Seggae
1963,2005,Heavy metal music
1963,2005,Thrash metal
1963,2005,Crossover thrash
1971,2008,Rock music
1971,2008,Folk metal
1971,2008,Indie rock
1946,1997,Blues
1946,1997,Rhythm and blues
1946,1997,Blues rock
1949,2009,Horror fiction
1957,1996,Country music
1939,2012,Rhythm and blues
1939,2012,Soul music
1958,2007,Heavy metal music
1958,2007,Rock music
1924,2007,Traditional pop music
1924,2007,Barbershop music
1924,2007,Jazz
1945,2005,Rock music
1934,2001,Reggae
1934,2001,Ska
1934,2001,Rocksteady
1940,2015,Popular music
1920,2001,Jazz
1923,2006,Jazz
1946,2013,Psychedelic rock
1946,2013,Rock and roll
1946,2013,Rock music
1946,2013,Progressive rock
1928,2000,Jazz
1931,1987,Country music
1914,1997,Richard Wagner
1926,2011,Bluegrass music
1940,2008,Bebop
1940,2008,Hard bop
1940,2008,Post-bop
1940,2008,Jazz
1946,2010,Country music
1946,2010,Folk music
1946,2010,Alternative country
1924,1997,Bebop
1924,1997,Jazz
1931,1987,Country music
1940,2009,Folk music
1940,2009,Rock music
1940,2009,Jazz
1948,2009,Heavy metal music
1948,2009,Psychedelic rock
1948,2009,Rock and roll
1948,2009,Hard rock
1948,2009,Folk rock
1948,2009,Blues rock
1947,1997,Country music
1982,2013,Political hip hop
1982,2013,French hip hop
1928,2012,Indo jazz
1946,2010,Music of Greece
1946,2010,Laïko
1946,2010,Greek New Wave
1977,2009,Rock music
1977,2009,Jazz fusion
1977,2009,Funk rock
1943,2002,Country rock
1951,2002,Rock music
1965,2011,Grindcore
1965,2011,Hardcore punk
1965,2011,Powerviolence
1933,2000,Country music
1936,1997,Film score
1901,1979,Folk music
1907,1951,Chaabi (Algeria)
1907,1950,Filmi
1907,1950,Hindustani classical music
1956,2007,Hamd
1956,2007,Naat
1934,1970,Blues
1934,1970,Rock and roll
1934,1970,Rock music
1934,1970,Rhythm and blues
1905,1980,American folk music
1972,1995,Hip hop music
1972,1995,Rapping
1972,1995,K-pop
1972,1995,Dance music
1956,2013,Folk music
1956,2013,Jazz
1956,2013,Music of Africa
1944,2003,Blues
1944,2003,Rhythm and blues
1944,2003,Soul music
1944,2003,Country blues
1932,2010,Rhythm and blues
1939,2000,Blues
1939,2000,Rhythm and blues
1939,2000,Soul music
1938,2007,Rhythm and blues
1938,2007,Southern soul
1938,2007,Soul blues
1956,2012,Jazz
1956,2012,Classical music
1959,2000,Country music
1959,2000,Folk music
1959,2000,New wave music
1959,2000,Pop music
1959,2000,Rock music
1959,2000,World music
1959,2000,Alternative rock
1923,2008,Indian classical music
1923,2009,Pop music
1923,2009,Gospel music
1923,2009,Spiritual (music)
1923,2009,Jazz
1938,2009,Jazz
1946,2008,Art rock
1946,2008,Krautrock
1946,2008,Proto-punk
1946,2008,Post-punk
1975,2015,Gangsta rap
1975,2015,Horrorcore
1975,2015,Hip hop music
1946,2013,Pop music
1977,2010,Pop music
1977,2010,Pop-folk
1977,2010,Dance music
1931,2010,Classical music
1912,1982,Old-time music
1971,2005,Rock music
1971,2005,Folk rock
1979,2003,Kenyan hip hop
1913,1975,Blues
1913,2013,Indian classical music
1913,2013,Light music
1913,2013,Mappila Songs
1914,1999,Carnatic music
1977,2015,West Coast hip hop
1925,2007,Classical music
1966,2003,Arabesque (Turkish music)
1966,2003,Arabic music
1966,2003,Middle Eastern music
1898,1975,Jazz
1935,2001,Reggae
1935,2001,Rhythm and blues
1935,2001,Ska
1935,2001,Calypso music
1883,1954,Old-time music
1952,2002,Art rock
1952,2002,Krautrock
1952,2002,Proto-punk
1836,1899,Brass band
1917,1995,Opera
1954,1992,Gospel music
1931,2007,Schlager music
1931,2007,Classical music
1943,1986,Jazz
1914,2002,Christian music
1931,1990,Rock and roll
1931,1990,Doo-wop
1868,1925,Melodrama
1868,1925,Chanson
1953,1985,Zouk
1953,1985,Compas
1953,1985,Cadence rampa
1950,2005,Reggae
1950,2005,Progressive rock
1950,2005,Hard rock
1950,2005,Blues rock
1980,2008,Hip hop music
1980,2008,Music of Ethiopia
1967,2011,Trance music
1967,2011,Electronica
1967,2011,Progressive house
1967,2011,Techno
1967,2011,Electronic dance music
1948,2007,Soul music
1958,2012,Punk rock
1958,2012,Rock music
1940,2002,Blues
1940,2002,Folk music
1940,2002,Rock music
1908,1974,Country music
1908,1974,Western music (North America)
1981,2005,Pop music
1981,2005,Rock music
1981,2005,Christian rock
1954,2009,Jazz
1950,1991,Pop music
1950,1991,Glam rock
1906,1971,Big band
1906,1971,Jazz
1921,2010,Bebop
1921,2010,Jazz
1948,2007,Salsa music
1923,2000,Mambo (music)
1923,2000,Salsa music
1923,2000,Afro-Cuban jazz
1923,2000,Nuyorican Soul
1940,2012,Reggae
1933,1984,Rhythm and blues
1933,1984,Jump blues
1933,1984,Soul blues
1933,1984,East Coast blues
1970,1969,Disco
1970,1969,Funk
1970,1969,House music
1970,1969,Pop music
1970,1969,Rock music
1970,1969,Soul music
1970,1969,Acid jazz
1970,1969,Dance-pop
1970,1969,Contemporary R&B
1970,1969,Jazz-funk
1970,1969,Funk rock
1970,1969,Electronic music
1970,1969,Dance music
1953,2011,Country music
1953,2011,Blues rock
1942,2002,Soul music
1935,2009,Country music
1889,1963,Blues
1889,1963,Jazz
1947,1983,Rock music
1947,1983,Power pop
1940,2010,Blues
1940,2010,Folk music
1940,2010,African-American music
1938,1991,Folk music
1938,1991,Pop-folk
1932,1982,Funk
1932,1982,Rhythm and blues
1932,1982,Jazz
1932,1982,Contemporary classical music
1930,2000,Country music
1930,2000,Bakersfield sound
1911,1967,Western swing
1928,1998,Country music
1978,2012,Indie rock
1978,2012,Alternative rock
1914,2008,Jazz
1929,2007,Jazz
1937,2015,Country music
1937,2015,Nashville sound
1918,1988,Jazz
1925,1999,Blues
1925,1999,Rhythm and blues
1903,1989,Big band
1903,1989,Jazz
1903,1989,Dance Band
1927,1981,Jazz
1926,1995,Ranchera
1926,1995,Music of Mexico
1927,2001,Music of Puerto Rico
1968,2011,Sungura
1927,1990,Swing music
1927,1990,Vocal jazz
1936,1987,Pop music
1936,1987,Rock music
1921,1988,Swing music
1921,1988,Jazz
1946,2001,Rock music
1927,1993,Traditional pop music
1943,2010,Jazz
1940,1971,Soul music
1925,1999,Bebop
1925,1999,Hard bop
1948,2000,Blues
1927,1969,Jazz
1940,2011,Jazz
1961,2010,New-age music
1961,2010,Instrumental
1900,1972,Jazz
1915,2005,Jazz
1938,2010,Cajun music
1964,1993,Eurodance
1964,1993,Electronic music
1935,2012,Jazz
1947,1993,Rock music
1947,1993,Country rock
1947,1993,Southern rock
1912,1982,Bolero
1912,1982,Canción
1957,1981,Disco
1957,1981,Soul music
1957,1981,Boogie (genre)
1957,1981,Dance music
1973,2011,Southern hip hop
1959,1988,New wave music
1959,1988,Synthpop
1959,1988,Euro disco
1959,1988,Electronic music
1958,2008,Reggae
1958,2008,Eurodance
1958,2008,Italo disco
1958,2008,Euro disco
1968,2011,Alternative dance
1968,2011,Electronic music
1938,2010,Carnatic music
1967,1990,Hip hop music
1911,2002,Jazz
1908,1978,Jazz
1948,2007,Folk music
1948,2007,Pop music
1916,1990,Folk music
1912,1996,Jazz
1912,1996,Choir
1922,2008,Folk music
1922,2008,Classical music
1922,2008,Arabic maqam
1922,2008,Shashmaqam
1915,1987,Dixieland
1923,2015,Folk music
1923,2015,Bluegrass music
1923,2015,Americana (music)
1907,1984,Louisiana blues
1860,1936,Bertsolaritza
1956,2013,Funk
1956,2013,Rhythm and blues
1956,2013,Electro (music)
1898,1956,Carnatic music
1922,2013,Playback singer
1914,2007,Carnatic music
1914,2007,Indian classical music
1926,1986,Carnatic music
1916,1972,Country music
1956,2010,Jazz fusion
1956,2010,Jam band
1943,2007,Blues
1943,2007,Rock music
1945,1996,Samba
1945,1996,Bossa nova
1945,1996,Música popular brasileira
1922,2002,Exotica
1922,2002,Lounge music
1921,1998,Jazz
1898,1967,Big band
1898,1967,Swing music
1898,1967,Jazz
1929,2000,Arabic music
1929,2000,Music of Saudi Arabia
1922,2012,Jazz
1922,2012,Classical music
1903,1942,Ryūkōka
1903,1942,Min'yō
1903,1942,Classical music
1903,1942,Gunka
1905,1943,Jazz
1836,1902,Ottoman classical music
1975,2011,Film score
1816,1885,Ottoman classical music
1945,1972,Rock and roll
1938,1996,Anatolian rock
1938,1996,Türkü
1909,1975,Hindustani classical music
1963,2009,Folk music
1943,1976,Merengue típico
1990,2009,Folk music
1990,2009,Canadian country music
1912,1996,Country music
1929,1977,Traditional pop music
1909,1994,Swing music
1909,1994,Jump blues
1909,1994,Jazz
1909,1994,Dixieland
1909,1978,Jazz
1928,2012,Jazz
1963,1988,Heavy metal music
1963,1988,New wave music
1963,1988,Hard rock
1963,1988,Post-punk
1939,1992,Country music
1935,2003,Pop music
1977,2003,Black metal
1977,2003,Folk metal
1921,2013,Electronica
1921,2013,Jazz fusion
1949,2009,Pop music
1982,2003,Hiplife
1953,2007,Country music
1941,1999,Bebop
1941,1999,Big band
1941,1999,Jazz
1941,1999,Swing (jazz performance style)
1941,1996,Country music
1941,1996,Pop music
1928,2013,Blues
1908,1963,Country music
1987,2013,Pop music
1987,2013,Soul music
1987,2013,Electronic music
1932,2013,Morna (music)
1932,2013,Coladeira
1890,1987,World music
1898,1998,Concerto
1898,1998,Classical music
1947,1994,Funk
1947,1994,Rhythm and blues
1947,1994,Soul music
1947,1994,Funk rock
1929,2011,Jazz
1931,1995,Traditional pop music
1934,2007,Pop music
1934,2007,Jazz
1934,2007,Adult contemporary music
1945,1988,Folk music
1945,1988,Psychedelic rock
1945,1988,Psychedelic pop
1909,1995,Danzón
1946,1997,Qawwali
1946,1997,Folk music of Punjab
1908,1963,Hindustani classical music
1928,2000,Chicago blues
1928,2000,Electric blues
1927,2001,Shashmaqam
1908,1978,Gypsy jazz
1908,1978,Romani music
1908,1978,Continental jazz
1962,2004,Reggae
1919,1983,Jazz
1935,1991,Pop music
1935,1991,Soul music
1935,1991,Salsa music
1935,1991,Jazz
1979,2007,Hard rock
1979,2007,Folk rock
1979,2007,Anatolian rock
1925,1960,Exotica
1925,1960,Space age pop
1925,1960,Jazz
1925,1960,Easy listening
1925,1960,Jewish music
1925,1960,Avant-garde music
1917,1991,Hindustani classical music
1911,2002,Country music
1911,2002,Old-time music
1912,1986,Rhythm and blues
1912,1986,Jazz
1959,1996,Heavy metal music
1941,2011,Rock and roll
1941,2011,Rhythm and blues
1941,2011,Soul music
1889,1968,Makam
1889,1968,Ottoman classical music
1959,2013,World music
1908,1969,Ottoman classical music
1921,1998,Ottoman classical music
1926,2014,Turkey
1926,2014,Ottoman classical music
1936,1996,Ottoman classical music
1924,1987,Jazz
1947,2015,Soul music
1894,1971,Music of Venezuela
1960,1999,Punk rock
1960,1999,Indie rock
1946,2014,Folk music
1946,2014,Pop music
1946,2014,Latin music (genre)
1946,2014,Jazz
1946,2014,Classical music
1925,2005,Bebop
1925,2005,Hard bop
1925,2005,Jazz
1932,2008,Soul music
1935,1988,Rockabilly
1924,1995,Country music
1924,1995,Bluegrass music
1931,2007,Bluegrass music
1935,2004,Jazz
1983,2011,Classical music
1959,1989,Arabesque (Turkish music)
1938,2012,Anatolian rock
1938,2012,Türkü
1905,1990,Jazz
1919,1997,Hard bop
1919,1997,Jazz
1924,2000,Early music
1924,2000,Classical music
1970,2012,Jazz
1900,1986,Big band
1900,1986,Swing music
1906,1999,Big band
1906,1999,Instrumental
1906,1999,Jazz
1906,1999,Easy listening
1905,1950,Blues
1905,1950,Vaudeville
1914,1996,Ballad
1948,2012,Reggae
1922,1978,Swing music
1922,1978,Cool jazz
1922,1978,Post-bop
1924,2011,Jazz standard
1878,1919,Opera
1855,1902,Vaudeville
1944,1991,Country music
1944,1991,Old-time music
1926,2007,Jazz
1944,1989,Pop music
1944,1989,Chanson
1981,2009,Pop music
1936,2009,Hindustani classical music
1955,2008,Jazz
1929,2010,Bhajan
1890,1950,Thumri
1890,1950,Bhajan
1890,1950,Khyal
1866,1931,Carnatic music
1928,2011,Georgians
1928,2011,Folklore
1928,2011,Opera
1928,2011,Symphony
1928,2011,Classical music
1971,2001,Gangsta rap
1971,2001,Hip hop music
1921,2007,Blues
1921,2007,Boogie-woogie
1923,1977,Blues
1971,2000,Hip hop music
1953,2015,Blues
1914,2012,Texas blues
1831,1876,Bertsolaritza
1920,2007,Swing music
1920,2007,Jazz
1927,1989,Jazz
1942,2000,Blues
1942,2000,Folk music
1942,2000,Psychedelic rock
1942,2000,Rock music
1942,2000,Folk rock
1908,2003,Country music
1908,2003,Comedy
1947,2007,Blues
1947,2007,Country music
1947,2007,Rock music
1916,1967,Jazz
1916,1967,Popular music
1904,1981,Jazz
1923,1994,Jazz
1919,1999,Country music
1919,1999,Cajun music
1914,1978,Rock and roll
1914,1978,Rhythm and blues
1914,1978,Traditional pop music
1914,1978,Doo-wop
1914,1978,Gospel music
1914,1978,Jazz
1914,1978,Vocal music
1914,1978,Easy listening
1930,2007,Christian music
1936,2010,Country music
1904,1979,Jazz
1908,2011,Jazz
1908,2011,Music of Hawaii
1925,2003,Music of Hawaii
1925,2003,Pacific_Island_Music
1948,1998,Folk music
1948,1998,Pop music
1948,1998,Rock music
1917,2014,Big band
1917,2014,Swing music
